Index,Accel X (LSB),Accel Y (LSB),Accel Z (LSB),Gyro X (LSB),Gyro Y (LSB),Gyro Z (LSB),Compass X (LSB),Compass Y (LSB),Compass Z (LSB),Temperature,
15102,-1004,-68,16392,106,-205,152,-67,221,253,31,85297,
15103,-1528,-68,16288,20,-65,271,-67,221,253,31,94881,
15104,-1636,184,16128,77,271,186,-76,241,255,32,04466,
15105,-1436,-296,16360,64,177,445,-82,227,253,32,04466,
15106,-1488,-376,16324,10,185,-57,-82,227,253,32,04466,
15107,-1520,0,16384,276,223,-258,-63,225,245,32,09258,
15108,-1300,-480,16524,54,118,-258,-63,225,245,32,1405,
15109,-1204,-376,16692,65,-44,-76,-68,228,255,32,04466,
15110,-1220,-284,16544,-228,-291,-6,-68,228,255,32,04466,
15111,-1580,80,16372,-119,-157,8,-68,231,257,32,09258,
15112,-1700,324,16460,54,-35,-28,-68,231,257,32,04466,
15113,-972,-420,16468,-126,-420,-398,-73,225,255,32,04466,
15114,-1280,-280,16212,-12,345,125,-76,236,255,31,7092,
15115,-880,-60,16200,204,-250,-227,-67,234,256,32,04466,
15116,-1304,-192,16528,86,-378,-273,-68,223,250,32,04466,
15117,-1712,-364,16476,108,155,191,-68,223,250,31,90089,
15118,-1536,-252,16564,-93,105,166,-72,232,253,32,09258,
15119,-1268,-32,16460,7,135,-2,-72,232,253,32,04466,
15120,-1388,-216,16648,-84,-261,-193,-62,227,256,32,04466,
15121,-1376,-316,16568,-56,414,45,-71,217,252,32,1405,
15122,-1288,260,16280,73,93,117,-71,217,252,31,94881,
15123,-1132,-272,16384,96,125,-75,-71,217,252,31,94881,
15124,-1248,-192,16264,187,86,97,-66,225,245,31,94881,
15125,-1604,-56,16640,203,95,86,-75,227,258,32,09258,
15126,-1388,-200,16376,118,352,328,-75,227,258,32,1405,
15127,-1760,-152,16056,3,350,-128,-75,227,258,32,04466,
15128,-1772,-224,16404,63,162,187,-70,227,263,31,90089,
15129,-1356,-44,16368,69,-380,-189,-61,228,260,31,90089,
15130,-1776,-312,16680,32,148,83,-73,228,247,32,23635,
15131,-1356,-332,16484,-185,30,59,-72,232,261,32,09258,
15132,-1424,76,16144,-37,-51,-177,-72,232,261,32,09258,
15133,-1380,-272,16520,-163,73,-31,-71,231,255,31,85297,
15134,-1696,-32,16448,-215,467,680,-71,217,257,32,04466,
15135,-1336,512,15896,-75,476,325,-71,217,257,32,04466,
15136,-1364,-84,15896,263,-126,-397,-68,231,257,31,94881,
15137,-1624,-512,16444,-78,376,233,-68,231,257,31,94881,
15138,-1584,-184,16252,242,279,238,-66,220,255,31,90089,
15139,-1524,-400,16528,50,-14,38,-66,220,255,31,94881,
15140,-1736,-232,16544,-17,-62,113,-62,232,248,31,94881,
15141,-1652,180,16224,166,-4,194,-64,224,258,32,04466,
15142,-1552,-208,16424,-59,-332,-56,-64,224,258,32,04466,
15143,-1816,92,16372,168,-11,187,-66,223,257,32,04466,
15144,-1552,-448,16640,24,-163,-180,-67,221,251,31,94881,
15145,-1400,-272,16412,-214,-304,-138,-75,219,246,31,94881,
15146,-1680,20,16224,-138,-221,251,-75,219,246,32,04466,
15147,-1540,-84,16204,-151,-189,36,-64,224,258,32,1405,
15148,-1476,-96,16224,32,-128,68,-64,224,258,32,09258,
15149,-1748,-432,16316,-87,138,94,-68,228,247,32,09258,
15150,-1520,-92,16088,40,147,-3,-57,227,251,31,61335,
15151,-1500,-408,16328,141,73,81,-57,227,251,31,94881,
15152,-1580,-356,16636,27,-42,-72,-57,227,251,32,04466,
15153,-1584,-88,16472,97,81,55,-68,223,255,32,1405,
15154,-1296,-32,16344,135,-215,27,-63,220,257,32,23635,
15155,-1768,-388,16484,-225,-280,-319,-63,220,257,32,1405,
15156,-1572,-4,16280,-163,-230,-91,-63,220,257,32,38012,
15157,-1644,-156,16300,-46,-84,131,-73,225,250,31,94881,
15158,-1540,16,16068,192,55,42,-71,220,265,31,94881,
15159,-1500,-124,16268,52,-141,-131,-75,229,251,32,09258,
15160,-1928,-248,16316,50,147,-11,-70,227,256,31,85297,
15161,-1524,-260,16424,163,125,50,-70,227,256,31,7092,
15162,-1668,-312,16408,-93,108,-22,-67,219,253,32,23635,
15163,-1564,184,16260,159,146,161,-72,221,251,32,04466,
15164,-2192,124,16404,320,-193,42,-72,221,251,32,04466,
15165,-1796,468,16580,24,-116,-199,-81,228,260,31,90089,
15166,-2156,1216,16400,112,314,613,-81,228,260,32,1405,
15167,-2284,1952,16508,-399,1081,1787,-71,215,252,31,90089,
15168,-2552,5208,15868,-594,1638,3554,-71,215,252,32,04466,
15169,-4044,6472,15988,-1843,812,4267,-53,215,257,32,04466,
15170,-3656,6520,16092,-2614,-319,5016,-35,207,262,32,09258,
15171,-3084,5148,16244,-726,6,6926,-35,207,262,31,90089,
15172,-4936,172,15968,-770,4913,9353,-29,203,273,32,04466,
15173,148,-624,13572,698,1416,7787,-20,196,272,31,94881,
15174,-4508,-576,14548,2578,1292,7436,-17,210,280,32,04466,
15175,-1248,-5260,16068,1072,1727,8434,-17,210,280,32,04466,
15176,-276,-5680,17920,834,1111,5004,-10,207,282,32,38012,
15177,-1960,-4380,17900,739,3479,8161,-11,211,308,32,1405,
15178,-1620,-4184,17524,-826,2580,6381,-7,225,315,31,94881,
15179,-3396,-2056,16800,-487,1645,4191,0,220,315,32,09258,
15180,-4124,-996,15636,923,2750,3593,0,220,315,32,04466,
15181,-3672,-2112,16244,-437,-1022,459,0,220,315,31,94881,
15182,-5208,-868,16380,-328,518,1035,2,228,327,32,09258,
15183,-4008,132,15856,340,939,1276,3,216,313,31,94881,
15184,-3328,196,16456,-417,-1299,-891,3,216,313,32,04466,
15185,-4556,560,16672,-284,657,-247,3,216,313,31,85297,
15186,-3792,520,16340,-606,536,-97,-3,224,318,32,04466,
15187,-3388,836,15980,-518,289,-461,-10,223,317,32,04466,
15188,-2920,640,15760,-492,488,-292,-6,227,323,32,04466,
15189,-3452,1140,15836,-155,-35,-9,-6,224,316,31,94881,
15190,-3312,932,15952,451,56,489,-6,224,316,32,04466,
15191,-3504,64,16224,-284,-203,49,1,219,321,32,04466,
15192,-3340,644,15748,-234,-174,335,-1,227,326,31,90089,
15193,-3988,1072,15856,273,177,720,-1,227,326,31,94881,
15194,-3552,368,15716,119,-217,-153,-2,223,317,32,1405,
15195,-4048,844,15900,333,369,364,-2,223,317,32,04466,
15196,-3488,396,16044,100,241,218,-2,228,322,32,04466,
15197,-3272,176,16304,-170,-215,-186,-2,228,322,32,09258,
15198,-3564,348,15980,-249,168,216,2,231,312,32,1405,
15199,-3180,604,16008,-164,-228,95,-2,223,322,32,04466,
15200,-3352,372,15988,-112,-203,140,-2,223,322,31,94881,
15201,-3780,604,16036,-284,-416,51,-2,223,322,31,94881,
15202,-3880,544,16172,-308,26,298,-6,221,316,31,94881,
15203,-3400,400,16008,-454,-290,52,-10,233,327,31,85297,
15204,-3692,684,15964,-10,30,344,1,227,321,32,1405,
15205,-3512,652,15864,3,-203,494,1,227,321,32,04466,
15206,-3268,348,16060,-52,-586,-29,0,225,325,31,94881,
15207,-3748,192,16168,-233,-3,133,-7,220,327,32,1405,
15208,-3424,520,16108,-18,5,255,-11,216,323,32,04466,
15209,-3732,316,15996,-124,-50,302,-11,216,323,32,09258,
15210,-3612,312,16020,42,438,355,-11,216,323,32,04466,
15211,-3080,636,15736,131,-232,76,-5,223,312,32,04466,
15212,-3956,608,16060,178,-97,176,-5,220,312,32,1405,
15213,-3420,352,16264,-53,-123,276,-5,220,312,32,23635,
15214,-3028,308,16016,-47,-465,149,-5,220,312,32,1405,
15215,-3636,332,16248,-34,-53,394,-8,229,318,32,04466,
15216,-3188,404,16216,-141,-155,441,-2,217,315,31,94881,
15217,-3956,644,15992,-287,-247,292,-1,227,321,32,04466,
15218,-3388,492,15912,-130,-397,336,-2,225,320,32,28427,
15219,-3772,396,15952,-224,79,299,-2,225,320,32,1405,
15220,-3176,404,15908,-176,-247,99,6,221,313,32,23635,
15221,-3276,320,16036,-89,-317,368,-7,223,327,32,04466,
15222,-3652,384,16136,-12,-310,196,3,221,323,31,94881,
15223,-3276,-92,16180,-277,-380,152,-8,216,321,32,04466,
15224,-3468,248,16052,-280,-56,264,-8,216,321,31,94881,
15225,-3228,96,16072,-261,-147,-26,-3,227,313,32,23635,
15226,-3372,584,16072,27,-104,199,-3,227,313,32,04466,
15227,-3284,304,16056,112,-154,218,-5,215,330,32,04466,
15228,-3044,-260,16400,-288,-407,150,-12,225,325,32,09258,
15229,-3548,408,16092,-150,114,418,-12,225,325,32,04466,
15230,-3252,516,16028,-199,1,195,-12,225,325,32,09258,
15231,-3420,368,15864,64,145,106,-6,221,313,32,04466,
15232,-3096,212,16208,179,-143,-212,-8,221,316,32,09258,
15233,-3564,264,16020,64,318,95,-12,220,325,32,09258,
15234,-3376,140,16072,216,463,253,-12,220,325,32,1405,
15235,-3172,708,15848,211,40,159,-8,221,321,32,1405,
15236,-3144,-92,16268,128,-84,-101,-3,221,321,32,1405,
15237,-3404,468,16040,422,121,290,-5,217,325,32,04466,
15238,-3492,216,16148,323,1,165,-5,217,325,32,04466,
15239,-3604,208,16420,353,53,-39,-5,217,325,32,1405,
15240,-3744,452,16056,951,842,392,-12,217,317,32,23635,
15241,-3756,228,15996,2377,1528,1154,-8,224,318,31,94881,
15242,-3908,-876,16752,3661,2377,1344,-8,224,318,32,04466,
15243,-3644,-4980,17704,1010,572,-1982,-8,224,318,32,04466,
15244,-5520,-3816,16560,1371,684,-4530,5,233,320,32,04466,
15245,-4776,-2940,16752,1456,1746,-4544,11,237,308,32,1405,
15246,-4508,-5444,18952,-2175,-2951,-9066,16,240,296,32,23635,
15247,-6372,-1564,16352,-231,210,-9825,11,229,283,32,09258,
15248,-4252,636,14564,980,-183,-8057,11,229,283,32,1405,
15249,1492,-2664,14476,-4745,-8486,-17378,20,233,275,31,94881,
15250,-4072,3660,11844,904,-6117,-14357,6,211,276,32,09258,
15251,-3828,1856,15340,1275,-6676,-10328,6,211,276,32,09258,
15252,-3896,1692,15672,545,-7271,-11438,-36,206,273,32,04466,
15253,-5304,4476,16300,931,-3739,-5240,-36,206,273,31,94881,
15254,-4088,796,17700,-902,-3190,-6880,-70,213,271,31,94881,
15255,-3788,3640,16932,-56,-1890,-4989,-70,213,271,32,04466,
15256,-1544,2384,15852,-777,-556,-3013,-81,220,270,31,90089,
15257,-368,1040,15568,-102,-921,-3523,-77,219,261,31,94881,
15258,-1072,1580,15640,489,461,-1387,-77,219,261,32,04466,
15259,-796,548,16588,276,606,-896,-72,224,261,32,04466,
15260,-916,324,16452,198,1202,173,-73,231,257,32,04466,
15261,-316,548,16144,137,691,93,-66,220,262,32,09258,
15262,180,-324,16504,-107,76,-435,-72,229,258,32,04466,
15263,-1516,36,15908,556,596,580,-72,229,258,31,94881,
15264,-728,-716,16864,140,-24,428,-72,229,258,31,94881,
15265,-1028,-732,16684,-329,-402,57,-64,232,253,31,94881,
15266,-1380,-304,16388,-176,414,786,-68,225,255,32,09258,
15267,-1500,-488,16332,-319,891,903,-68,225,255,31,94881,
15268,-852,-540,16340,-17,-142,302,-68,225,255,32,04466,
15269,-1408,-312,16264,200,917,1109,-64,224,263,31,94881,
15270,-744,-560,16760,267,-550,-120,-67,227,266,32,23635,
15271,-832,-992,16720,-243,-205,376,-67,227,266,31,94881,
15272,-972,-892,16624,-1010,-772,-202,-67,227,266,32,09258,
15273,-892,-864,15680,-246,-217,-317,-72,216,256,32,38012,
15274,-828,-532,16876,-36,-982,-146,-68,225,262,32,09258,
15275,-1664,-608,16504,-54,-33,428,-71,220,255,31,94881,
15276,-664,-728,16388,-141,-166,-298,-73,212,270,31,85297,
15277,-1188,-352,16184,175,202,262,-73,212,270,32,1405,
15278,-780,-540,16340,286,168,111,-77,216,256,32,09258,
15279,-1340,-1056,16696,-617,376,119,-73,212,257,32,23635,
15280,-848,-224,16208,-11,-114,115,-73,212,257,32,09258,
15281,-1116,-996,16372,138,-165,-200,-72,219,256,32,04466,
15282,-812,-488,16304,131,-44,-248,-72,219,256,32,04466,
15283,-1456,-392,16236,327,445,150,-68,215,260,31,94881,
15284,-736,-952,16656,1,-20,-11,-68,215,260,32,04466,
15285,-1180,-744,16416,-132,-132,33,-73,215,252,32,09258,
15286,-1132,-220,16396,116,217,334,-71,223,262,32,09258,
15287,-1184,-616,16432,-49,151,74,-71,223,262,32,04466,
15288,-920,-432,16468,84,-114,-136,-61,217,255,32,28427,
15289,-1144,-816,16560,-14,24,148,-61,215,257,32,04466,
15290,-1144,-552,16464,32,95,103,-71,220,257,32,1405,
15291,-1272,-468,16460,100,107,94,-63,210,257,32,04466,
15292,-968,-928,16780,-212,-289,-49,-63,210,257,32,1405,
15293,-1480,-252,16560,-162,-192,328,-63,210,257,32,04466,
15294,-1044,-392,16148,-52,-184,34,-68,212,262,32,23635,
15295,-1336,-752,17108,-179,90,-76,-70,216,258,32,09258,
15296,-796,-1132,16528,-243,108,-57,-70,216,258,32,04466,
15297,-924,-376,15816,44,-3,111,-70,216,258,31,94881,
15298,-1372,-724,16436,-114,181,-23,-68,223,262,32,04466,
15299,-1080,-564,16332,176,105,166,-58,215,257,32,09258,
15300,-1008,-900,16720,-20,-170,45,-59,213,266,31,90089,
15301,-1192,-736,16516,-99,-171,29,-66,217,262,31,94881,
15302,-1156,-416,16184,-44,-166,146,-66,217,262,32,23635,
15303,-1480,-616,16444,-24,130,314,-81,217,255,31,94881,
15304,-1412,-472,16264,46,-311,-158,-70,227,258,32,09258,
15305,-1112,-620,16328,88,-31,-152,-70,227,258,32,09258,
15306,-1024,-492,16492,87,84,419,-70,227,258,32,04466,
15307,-1100,-764,16476,53,97,286,-64,208,263,32,09258,
15308,-1096,-720,16508,71,-23,57,-67,219,256,32,38012,
15309,-1328,-672,16424,160,-436,-19,-67,219,256,32,38012,
15310,-1684,-888,16332,-76,444,472,-70,216,253,32,38012,
15311,-1160,-364,16272,180,-330,-274,-70,216,253,32,1405,
15312,-1444,-836,16420,56,373,198,-76,212,250,32,04466,
15313,-1044,-464,16592,62,210,271,-61,215,260,32,09258,
15314,-1244,-584,16588,2,256,43,-66,212,252,32,28427,
15315,-1064,-768,16712,-102,-386,13,-62,213,261,32,04466,
15316,-1388,-1064,16756,-304,-309,142,-62,213,261,32,04466,
15317,-1292,-584,16280,-326,-253,81,-63,215,262,32,23635,
15318,-1536,-156,16032,17,424,472,-63,215,262,32,09258,
15319,-800,-896,16320,-186,-198,12,-68,204,262,32,04466,
15320,-1396,-380,16348,-81,-8,318,-66,204,257,31,85297,
15321,-1292,-784,16512,-167,-29,429,-66,204,257,32,1405,
15322,-1204,-852,16452,-439,-438,207,-63,204,267,32,23635,
15323,-1260,-760,16228,-223,-17,192,-63,196,257,32,23635,
15324,-1428,-480,16288,221,-80,-49,-58,207,252,32,04466,
15325,-1328,-912,16548,22,312,216,-73,217,262,32,09258,
15326,-1140,-916,16532,-183,20,-3,-73,217,262,31,94881,
15327,-1292,-492,16188,72,190,231,-73,217,262,32,1405,
15328,-1344,-500,16392,135,307,-28,-71,204,260,32,04466,
15329,-1256,-756,16272,165,172,127,-68,207,262,31,94881,
15330,-1380,-656,16204,107,47,241,-68,207,262,32,1405,
15331,-1928,-716,16452,-30,541,168,-68,207,262,32,04466,
15332,-1264,-748,16376,-147,471,325,-63,210,267,32,04466,
15333,-1224,-788,16392,-132,-88,76,-58,212,257,32,04466,
15334,-1576,-492,16188,12,210,154,-70,208,261,32,1405,
15335,-1296,-692,16268,191,80,174,-70,208,261,32,04466,
15336,-1688,-1100,16492,-144,295,331,-67,211,261,32,04466,
15337,-1984,-376,16552,-132,524,577,-50,202,257,32,04466,
15338,-1256,-624,16308,-252,676,383,-58,212,257,32,09258,
15339,-1196,-608,16052,64,-127,-417,-58,212,257,31,94881,
15340,-1408,-844,16484,339,29,430,-58,212,257,32,04466,
15341,-1604,-1120,16632,-37,-323,-123,-59,208,263,31,90089,
15342,-2080,-720,16300,49,312,539,-61,210,255,32,1405,
15343,-1648,-352,16060,397,487,280,-61,210,255,32,28427,
15344,-1812,-668,16188,555,-235,62,-66,212,262,31,94881,
15345,-1480,-968,16468,289,207,453,-66,212,262,32,1405,
15346,-1828,-656,16660,96,140,350,-62,208,253,32,04466,
15347,-1628,-692,16636,135,-17,226,-53,207,267,32,23635,
15348,-1808,-1200,16824,-223,-195,75,-66,210,255,32,04466,
15349,-1652,-748,16460,-230,-169,-97,-72,206,258,32,09258,
15350,-1772,-360,16060,29,-78,-132,-72,206,258,32,38012,
15351,-1472,-572,16228,125,-218,-63,-67,206,256,32,04466,
15352,-2140,-748,16504,-168,122,-4,-67,206,256,32,1405,
15353,-1660,-408,15956,-41,346,17,-64,211,268,32,42804,
15354,-1648,-456,16016,157,143,11,-58,217,260,32,23635,
15355,-2132,-612,16284,116,375,243,-58,217,260,32,09258,
15356,-1956,-560,16324,171,-82,-106,-58,217,260,32,09258,
15357,-1604,-408,16476,694,-72,-471,-64,208,268,32,04466,
15358,-1756,-688,16452,704,346,-1,-59,208,258,32,04466,
15359,-2116,-456,16672,938,695,498,-54,211,266,32,23635,
15360,-1316,652,16900,1251,-231,1,-54,211,266,31,94881,
15361,-2016,628,17940,2338,-422,87,-61,210,257,32,09258,
15362,-1876,1572,18976,1846,-1664,496,-63,207,262,31,94881,
15363,-2920,1080,19152,-188,-2625,669,-59,221,268,32,09258,
15364,-2628,1052,19964,-1120,-5600,768,-59,221,268,31,90089,
15365,-3268,-1136,20688,-2229,-6063,1429,-59,221,268,32,09258,
15366,-1856,-1512,20768,-4068,-7035,1862,-48,223,265,32,28427,
15367,-396,1728,17432,-3340,-9321,3000,-45,202,280,32,1405,
15368,876,700,13580,389,-7087,1906,-45,202,280,32,1405,
15369,-1004,-3356,15236,-1618,-3678,-401,-45,202,280,32,1405,
15370,1300,-1112,15024,-762,-1707,2553,-56,228,300,32,1405,
15371,3336,-2740,15236,-2156,-1487,785,-62,227,303,32,04466,
15372,1144,-2360,15140,-3735,660,1027,-56,223,302,32,04466,
15373,2240,-1612,15156,-2696,2674,2211,-44,219,308,32,23635,
15374,2776,-3652,15600,-4296,678,-90,-44,219,308,32,09258,
15375,1596,-2160,15936,-2817,4447,1060,-42,213,311,32,23635,
15376,1748,-3980,15752,-4440,5934,1826,-48,207,307,32,04466,
15377,4724,-2328,14524,-5758,-2012,-1120,-48,207,307,32,04466,
15378,348,-1008,13664,-3681,-850,972,-26,192,311,32,04466,
15379,1704,-3604,15228,-1599,983,659,-26,192,311,32,1405,
15380,3812,-2236,12608,-709,-2194,779,-21,187,318,32,28427,
15381,-264,-3492,13532,286,-456,1201,-34,182,318,32,09258,
15382,708,-4264,14812,943,1212,-261,-25,191,315,32,04466,
15383,2272,-3556,15004,1398,-364,412,-28,189,315,31,94881,
15384,320,-3068,15116,1239,650,1155,-28,189,315,32,04466,
15385,1384,-3268,16012,1767,1062,691,-34,187,316,32,09258,
15386,1472,-3980,16960,1052,-15,363,-34,187,316,32,23635,
15387,312,-2916,16592,998,803,780,-22,199,322,32,04466,
15388,1172,-2788,16600,1211,398,1275,-22,196,310,32,23635,
15389,1176,-3040,16368,1173,-8,1000,-22,196,310,32,1405,
15390,596,-2688,16092,1224,293,244,-22,196,310,32,23635,
15391,908,-2852,16364,1180,394,1287,-19,200,316,32,1405,
15392,1572,-3480,16496,1023,1650,1750,-15,202,305,32,04466,
15393,1252,-3440,16880,418,1221,1970,-24,206,301,32,09258,
15394,1416,-2152,16924,487,-1234,2750,-24,206,301,32,09258,
15395,-652,-2988,16948,-90,-57,1914,-26,206,303,32,23635,
15396,616,-1756,16712,256,-361,1798,-19,203,303,32,23635,
15397,548,-2532,16612,464,-1786,2434,-16,216,308,32,04466,
15398,24,-3136,17952,-357,-2604,1696,-16,216,308,32,23635,
15399,-604,-2628,16636,-372,-719,1484,-16,216,308,32,38012,
15400,-44,-2276,16464,41,1522,1756,-20,204,300,32,09258,
15401,1528,-2532,16120,-152,1353,1944,-19,208,303,32,04466,
15402,892,-2176,14440,245,492,3539,-19,208,303,31,90089,
15403,572,-2068,15492,1071,-313,4424,-19,208,303,32,04466,
15404,868,-2796,15648,874,155,5187,-20,210,295,32,04466,
15405,1248,-3064,15400,239,-1613,4139,-20,220,300,32,09258,
15406,1316,-1736,16532,-44,-2975,5070,-24,219,298,32,04466,
15407,-272,-724,16412,1426,-1209,7315,-36,221,291,32,04466,
15408,812,-2340,16936,1055,-914,6939,-36,221,291,32,1405,
15409,624,-2356,16740,1451,-401,5439,-45,220,297,32,04466,
15410,-624,-1868,16404,1343,729,6758,-34,221,301,32,1405,
15411,-1188,-3100,16384,197,2437,5866,-34,221,301,32,28427,
15412,-668,-2880,17240,56,2782,4113,-34,234,296,32,09258,
15413,-864,-1688,16080,849,2586,5265,-34,234,296,32,1405,
15414,-1380,-3020,16200,-36,3075,5070,-25,236,300,32,04466,
15415,-412,-2100,15868,140,1405,3103,-25,236,300,32,04466,
15416,-1360,-1848,15700,746,685,3988,-14,240,296,32,1405,
15417,-2192,-2788,16416,-136,1486,2556,-20,236,302,32,23635,
15418,-1380,-1820,16564,575,1311,1530,-20,236,302,32,04466,
15419,-1844,-1748,17024,509,1115,1649,-15,241,292,32,1405,
15420,-2700,-2892,18376,-1048,1299,967,-10,236,292,32,23635,
15421,-2416,-2844,18120,-1610,1493,-574,-7,238,297,32,04466,
15422,-2176,-1236,16516,-928,1092,274,-10,254,300,32,09258,
15423,-2264,-2180,15880,-424,982,787,-10,254,300,32,09258,
15424,-1860,-2084,15868,-853,-338,567,-10,254,300,32,28427,
15425,-3120,-2884,15964,-1173,142,565,-12,246,290,32,04466,
15426,-2968,-3116,16332,-1540,1340,639,-6,245,301,32,23635,
15427,-3240,-3056,16464,-1523,3246,242,-6,245,301,32,04466,
15428,-3448,-2900,15932,-1239,3262,-1450,-6,245,301,32,1405,
15429,-3176,-3072,15660,-1529,3139,-1931,5,238,292,32,09258,
15430,-3652,-2984,15932,-1916,3386,-1950,10,228,297,32,1405,
15431,-3732,-1968,15412,-362,3386,-974,12,241,280,31,94881,
15432,-3604,-3392,15412,-926,2832,-1984,12,241,280,32,09258,
15433,-3424,-3512,15388,-1568,1919,-2323,22,220,275,32,1405,
15434,-3840,-3480,15176,-1499,1609,-1535,24,234,283,32,1405,
15435,-4344,-3712,15012,-1369,1471,-2341,26,224,286,32,04466,
15436,-4024,-3460,15092,-613,1734,-2225,26,224,286,32,1405,
15437,-3684,-3652,15064,-127,475,-1526,26,224,286,32,09258,
15438,-4716,-4068,15252,-348,-176,-2723,34,221,286,32,28427,
15439,-5508,-4252,15444,-119,997,-3361,30,215,295,32,09258,
15440,-3996,-3076,14252,1444,1989,-3451,30,215,295,32,09258,
15441,-3800,-4192,14656,894,53,-3079,33,212,287,32,1405,
15442,-3784,-3612,14120,523,-555,-2818,33,212,287,32,1405,
15443,-3228,-3060,13816,1788,184,-3384,31,224,281,31,94881,
15444,-2992,-4068,14544,2112,96,-2845,31,208,291,32,04466,
15445,-2964,-4192,15604,1446,-1015,-2518,34,203,288,32,04466,
15446,-3460,-3948,16232,1922,-312,-1997,34,219,288,32,04466,
15447,-2572,-4456,16360,1414,-331,-1662,34,219,288,32,1405,
15448,-2548,-4120,17048,567,-970,-943,38,207,285,32,04466,
15449,-3260,-3492,17400,556,-335,-107,38,207,285,32,1405,
15450,-3120,-3980,17076,-167,-1086,-713,35,207,290,32,1405,
15451,-3308,-3884,17076,-845,-1167,-3,30,199,282,32,1405,
15452,-3280,-3488,16668,-148,-1965,575,30,199,282,32,28427,
15453,-3324,-4220,16708,280,-769,376,38,207,290,32,09258,
15454,-3340,-3600,15756,-261,-1288,-359,29,213,281,31,85297,
15455,-3316,-4080,16368,-1824,-2373,-1840,40,212,292,32,23635,
15456,-3456,-2412,16216,-782,-1751,285,19,203,288,32,28427,
15457,-3864,-3968,15676,-1098,-769,2,19,203,288,32,04466,
15458,-2400,-4128,14212,-747,699,-1193,19,203,288,32,09258,
15459,-2300,-2232,11580,2052,2401,1228,19,203,298,32,04466,
15460,-1092,-2384,8244,3120,4106,730,29,203,286,32,23635,
15461,1044,-1264,5540,5660,5976,3538,29,203,286,32,28427,
15462,2180,-1628,6676,3387,2980,5476,29,203,286,32,09258,
15463,856,2672,6816,6043,1233,6715,36,216,268,32,1405,
15464,-3052,-1992,11912,2805,2838,5290,42,229,268,31,90089,
15465,-5164,3128,14360,6009,821,5721,39,229,266,32,09258,
15466,-8144,1716,20628,9926,2317,8414,39,229,266,32,28427,
15467,-8748,-3748,25732,5144,-132,4366,26,240,271,32,28427,
15468,-7620,-2032,24944,2291,-2372,2052,38,249,270,32,1405,
15469,-8044,-2648,23700,-1244,-3808,202,31,245,278,31,85297,
15470,-6332,-584,20676,-1772,-4352,-2299,31,245,278,32,04466,
15471,-5548,-380,18804,-1558,-3895,-1858,31,245,278,32,23635,
15472,-5588,-1692,18924,-3408,-2508,-1417,19,234,293,32,23635,
15473,-4916,720,16608,-1197,11,-951,8,216,301,32,04466,
15474,-3008,-684,15808,-1274,172,-1022,8,216,301,32,04466,
15475,-3864,-2040,17344,-2461,-284,-1152,5,212,295,32,1405,
15476,-4244,-844,17440,-2411,382,792,5,212,295,32,04466,
15477,-2292,-188,15648,-1718,-1284,-999,7,215,295,32,28427,
15478,-4524,268,16044,498,-28,1068,5,204,297,31,94881,
15479,-3412,-1256,15696,-458,84,-41,6,198,286,32,28427,
15480,-3260,-244,15880,1362,-82,643,6,203,288,32,09258,
15481,-3552,-1360,16056,441,576,408,6,203,288,32,09258,
15482,-3056,-452,16136,342,-200,46,11,211,291,31,94881,
15483,-3632,-532,15912,1427,233,902,11,211,291,32,09258,
